filename,document,text
reviews Coiling Dragon.txt,"Literally the first light novel I ever read, coiling dragon introduced me to the world of light novel which I had first started years ago. To this day I still remember waiting for new chapters of coiling dragon everyday and the old format of wukiaworld. It was one of those memories I thoroughly cherish, this light novel had completely made me immersed in this type of world for the first time. At first it was strange to see characters called each other brothers and sisters but later realised it was the cultural norm.Overall I highly recommend reading this light novel, this is one of the few light novels I actually managed to finish as I was up to date with it throughout. The other light novels I have read are still ongoing and often find myself losing touch with them unlike this novel. Nothing but amazing stories when I remember the story of this light novel, the different worlds and stuff was eye opening :).","literally the first light novel i ever read, coiling dragon introduced me to the world of light novel which i had first started years ago. to this day i still remember waiting for new chapters of coiling dragon everyday and the old format of wukiaworld. it was one of those memories i thoroughly cherish, this light novel had completely made me immersed in this type of world for the first time. at first it was strange to see characters called each other brothers and sisters but later realised it was the cultural norm.overall i highly recommend reading this light novel, this is one of the few light novels i actually managed to finish as i was up to date with it throughout. the other light novels i have read are still ongoing and often find myself losing touch with them unlike this novel. nothing but amazing stories when i remember the story of this light novel, the different worlds and stuff was eye opening ."
reviews Coiling Dragon.txt,This was the first novel I've read and it was what got me into everything Wuxia. An honestly just all light novels and now I have problems because I read more than I should because there's so many that are so good and I have shit I need to get done but reading gets in the way now. Honestly just a phenomenal novel. And one of the first I always recommend to anyone who's trying to get into the genre and just light novels in general. 10 out of 10 can't recommend enough Love this thing. I'm not kidding go read it.,this was the first novel ive read and it was what got me into everything wuxia. an honestly just all light novels and now i have problems because i read more than i should because theres so many that are so good and i have shit i need to get done but reading gets in the way now. honestly just a phenomenal novel. and one of the first i always recommend to anyone whos trying to get into the genre and just light novels in general. 10 out of 10 cant recommend enough love this thing. im not kidding go read it.
reviews Coiling Dragon.txt,"It does a great job at combining western and Chinese elements into the story. The story has good pacing and progression, and the overall plot works pretty well.It does drag a little in the later parts, and the ending does seem a little rushed, but I don't think that any parts gets boring enough to drop the novel, and the ending doesn't ruin the reading experience for you. One disappointing aspect is the romance, but that is a general weakness that I've seen for the author.It's a relatively linear story-line as we keep with the MC 90% of the time. I find a good comparison might be to Naruto, as both are great introductions to the media and for better or worse strongly cater towards the teenage male audience. It's a classic in the translated scene and I think is a must read to at least help find what aspects of CN appeal to you.","it does a great job at combining western and chinese elements into the story. the story has good pacing and progression, and the overall plot works pretty well.it does drag a little in the later parts, and the ending does seem a little rushed, but i dont think that any parts gets boring enough to drop the novel, and the ending doesnt ruin the reading experience for you. one disappointing aspect is the romance, but that is a general weakness that ive seen for the author.its a relatively linear storyline as we keep with the mc 90 of the time. i find a good comparison might be to naruto, as both are great introductions to the media and for better or worse strongly cater towards the teenage male audience. its a classic in the translated scene and i think is a must read to at least help find what aspects of cn appeal to you."
reviews Coiling Dragon.txt,"hm well like many others this was the first novel i read on this site and followed to the end and got my interest in wuxia novels going =D  ,It has a truly top-notch Storytelling and  starts bit slow whit Introduction to the world and our MC's family and ofc the mc him self,   And as a Main character he is maybe a bit bland specially first part of the novel  but get more character later in the novel as for side characters they are all good but get a bit paper or cardboardy towards ending exept the Important once and a select few.and for the world-Build  it is truly done in a superb way and make it easy to grasp Terms and saying as well a easy explained about it's cultivation system even for beginners,and such i would defensibly recommend this novel to others and extremely so to new readers   and experiences once should also give it a read  2 don't think you would regret giving it a chance at-least  =^.^= MEOWps the romance is a bit week but Combat makes up for it =D","hm well like many others this was the first novel i read on this site and followed to the end and got my interest in wuxia novels going d  ,it has a truly topnotch storytelling and  starts bit slow whit introduction to the world and our mcs family and ofc the mc him self,   and as a main character he is maybe a bit bland specially first part of the novel  but get more character later in the novel as for side characters they are all good but get a bit paper or cardboardy towards ending exept the important once and a select few.and for the worldbuild  it is truly done in a superb way and make it easy to grasp terms and saying as well a easy explained about its cultivation system even for beginners,and such i would defensibly recommend this novel to others and extremely so to new readers   and experiences once should also give it a read  2 dont think you would regret giving it a chance atleast  . meowps the romance is a bit week but combat makes up for it d"
reviews Coiling Dragon.txt,"This novel got me into wuxia. I like how it follows linley's life and has great world building. I started reading this very early on in the translations. I became so enthralled with the story, that towards the end I was supporting it on patreon just to get more. Not all, but most of the time the chapters leave you thirsting for more. It starts off a little slow but by book 2, I guarantee you won't put it down and want to see what happens next. Of all the wuxia I have read since this novel, it is hands down the only one that I have reread more than once","this novel got me into wuxia. i like how it follows linleys life and has great world building. i started reading this very early on in the translations. i became so enthralled with the story, that towards the end i was supporting it on patreon just to get more. not all, but most of the time the chapters leave you thirsting for more. it starts off a little slow but by book 2, i guarantee you wont put it down and want to see what happens next. of all the wuxia i have read since this novel, it is hands down the only one that i have reread more than once"
reviews Coiling Dragon.txt,"A classic which every wuxiaworld reader should give a go at some point, especially since it is comparatively short, being a novel which won't take weeks on end to properly read.The story, in my opinion, is great at all points, being a novel which, counter to my experience with most novels (and pieces of entertainment in general) I have come to appreciate even more over the years of reading many similar novels. By today's standards it isn't revolutionary, but it is where much of all this began, and it does what it does very well, with enough uniqueness to entertain even those veterans who somehow have not yet given it a try. FYI, I read this just as it was finishing and have re-read it approximately 3 and a half times since; I oftentimes go back to re-read some of my favourite sections from the first half and end up not being able to stop myself.","a classic which every wuxiaworld reader should give a go at some point, especially since it is comparatively short, being a novel which wont take weeks on end to properly read.the story, in my opinion, is great at all points, being a novel which, counter to my experience with most novels and pieces of entertainment in general i have come to appreciate even more over the years of reading many similar novels. by todays standards it isnt revolutionary, but it is where much of all this began, and it does what it does very well, with enough uniqueness to entertain even those veterans who somehow have not yet given it a try. fyi, i read this just as it was finishing and have reread it approximately 3 and a half times since i oftentimes go back to reread some of my favourite sections from the first half and end up not being able to stop myself."
reviews Coiling Dragon.txt,"This story is basically about bros before hoes, a super loyal mouse and one wife that always sticks by the man.  The blood brother won't put his life on the line though.  This doesn't make sense, because in reality its the blood relation that will put their life on the line, not any of these other characters.  Author must be living in some crazy delusional world.There is no harem either, and thats good.  But author makes sure all other women besides the wife, carry a torch for the MC for the rest of their life and all end up dieing lonely.  So what was the point of even writing about these other women?  Its a waste of chapters.  You won't have a harem, in a fantasy novel where harems are normal.  Thats fine, but don't write about other women then.  Its a waste of time.","this story is basically about bros before hoes, a super loyal mouse and one wife that always sticks by the man.  the blood brother wont put his life on the line though.  this doesnt make sense, because in reality its the blood relation that will put their life on the line, not any of these other characters.  author must be living in some crazy delusional world.there is no harem either, and thats good.  but author makes sure all other women besides the wife, carry a torch for the mc for the rest of their life and all end up dieing lonely.  so what was the point of even writing about these other women?  its a waste of chapters.  you wont have a harem, in a fantasy novel where harems are normal.  thats fine, but dont write about other women then.  its a waste of time."
reviews Coiling Dragon.txt,"A great epic which was the start of it all.Coiling Dragon is a great novel and it's mainly about the story of a boy from a small town growing up, overcoming tribulations and rising up to become the most powerful of them all.In classic I Eat Tomatoesstyle there's plenty of cultivation, one love interest and plenty of sidekicks and villains to go around. I loved reading it and hope anyone interested would try it out. It's definitely a great novel to start reading fast-food novels or just Xuanhuan/Xianxia novels overall.Itâs over. Coiling Dragon is over. Thank you RWX for transalting this fantastic novel.","a great epic which was the start of it all.coiling dragon is a great novel and its mainly about the story of a boy from a small town growing up, overcoming tribulations and rising up to become the most powerful of them all.in classic i eat tomatoesstyle theres plenty of cultivation, one love interest and plenty of sidekicks and villains to go around. i loved reading it and hope anyone interested would try it out. its definitely a great novel to start reading fastfood novels or just xuanhuanxianxia novels overall.its over. coiling dragon is over. thank you rwx for transalting this fantastic novel."
reviews Coiling Dragon.txt,"One of my favorite Light Novels, the first i ever completed. So good that i've read it start to finish twice. I'm actually glad there isn't a harem element,  it focused more on the main character instead. Except that first love interest, damn that hit me hard.There are a few rough parts that could be improved upon, but that is to be expected. Few character become irrelevant when they use to be very important.So many names to keep track off and then they just disappear. which is valid point as  he is exploring such a vast world in the novel.","one of my favorite light novels, the first i ever completed. so good that ive read it start to finish twice. im actually glad there isnt a harem element,  it focused more on the main character instead. except that first love interest, damn that hit me hard.there are a few rough parts that could be improved upon, but that is to be expected. few character become irrelevant when they use to be very important.so many names to keep track off and then they just disappear. which is valid point as  he is exploring such a vast world in the novel."
reviews Coiling Dragon.txt,"One of the first novel I have read on WW with DE.Funny thing is I knew the title by the comicweb/manga. I thought it was not too bad but the release were not frequent which led me to the novel...:)What a great thing. The novel is so much better! Linley is a good character, well built with time, typical but cute. Ruthless and decisive when needed but doesnt forget his roots.The universe is also quite rich, there is another novel ""stellar transformation"" that can be consider part of it too but it is attached to CD, maybe just the ending.Most of the story, plots, characters developement are standard but not it works well.Overall a great novel (relatively short for a chinese one too compared to many other hosted on the site). I rate it at 8.5/10","one of the first novel i have read on ww with de.funny thing is i knew the title by the comicwebmanga. i thought it was not too bad but the release were not frequent which led me to the novel...what a great thing. the novel is so much better! linley is a good character, well built with time, typical but cute. ruthless and decisive when needed but doesnt forget his roots.the universe is also quite rich, there is another novel stellar transformation that can be consider part of it too but it is attached to cd, maybe just the ending.most of the story, plots, characters developement are standard but not it works well.overall a great novel relatively short for a chinese one too compared to many other hosted on the site. i rate it at 8.510"
reviews Coiling Dragon.txt,"CD is definetly on of my favorite novels on here and will always have a special place in my heart as it introduced me into this whole subculture.Positive (where do I even begin...):- The whole setting (cultivation system, planes,...)- The whole Yulan Plane arc is brilliant- Bebe is definetly the best sidekick ever- So much more!!!- Best of all:... well since its a spoiler I'm not gonna tell you, but once you are through, consider when the main bad guy was first set up!Negative:- Some awesome side characters get forgotten or become very bland characters without personalities- The infernal plane starts of pretty weak but it definetly picks up later on- The romance has so much potential and is actually set up pretty nice but turns out to be quite boring...All in all still definetly a must read!","cd is definetly on of my favorite novels on here and will always have a special place in my heart as it introduced me into this whole subculture.positive where do i even begin... the whole setting cultivation system, planes,... the whole yulan plane arc is brilliant bebe is definetly the best sidekick ever so much more!!! best of all... well since its a spoiler im not gonna tell you, but once you are through, consider when the main bad guy was first set up!negative some awesome side characters get forgotten or become very bland characters without personalities the infernal plane starts of pretty weak but it definetly picks up later on the romance has so much potential and is actually set up pretty nice but turns out to be quite boring...all in all still definetly a must read!"
reviews Coiling Dragon.txt,"Nothing much to say.Story is best, got drama, romance, nice setting and lot of exploring adventure which is enjoyable..Take a seat and give your time to read this beautiful novel...Mc is very caring of his friends and families goes to the extreme to save them. Steady growth and character development and regrets of Mc too and of course there is betrayals too.Sign* I will give it 8/10..Recommend and should give it a try..Well there's nothing else to say I am satisfied with the novels story conclusions and overall development it was a good worth to read....","nothing much to say.story is best, got drama, romance, nice setting and lot of exploring adventure which is enjoyable..take a seat and give your time to read this beautiful novel...mc is very caring of his friends and families goes to the extreme to save them. steady growth and character development and regrets of mc too and of course there is betrayals too.sign i will give it 810..recommend and should give it a try..well theres nothing else to say i am satisfied with the novels story conclusions and overall development it was a good worth to read...."
reviews Coiling Dragon.txt,This was the book that introduced me to Chinese literature. It is written so well. And every book has a perfect climax. The scenes are non repetitive as the main characters power grows with the novel. It may be extremely long but it presents a new blood rush to the mind everytime you access a new book. The main characters climb from the bottom to the summit can be traced step by step and the beautiful thing about these novel is that the supporting characters are so well organized. The naming concept is also great and unlike other Chinese Xianxia novels you can actually remember most of the names even at the end of the novel. This book gave me chills I remember going for days without eating just trying to get done with it. Great work I eat tomatoes and more so to the translators I say kudos,this was the book that introduced me to chinese literature. it is written so well. and every book has a perfect climax. the scenes are non repetitive as the main characters power grows with the novel. it may be extremely long but it presents a new blood rush to the mind everytime you access a new book. the main characters climb from the bottom to the summit can be traced step by step and the beautiful thing about these novel is that the supporting characters are so well organized. the naming concept is also great and unlike other chinese xianxia novels you can actually remember most of the names even at the end of the novel. this book gave me chills i remember going for days without eating just trying to get done with it. great work i eat tomatoes and more so to the translators i say kudos
reviews Coiling Dragon.txt,"I picked up this novel after stumbling upon it's manga (manhua?) and reading through everything up to that point. Searching for more chapter, being impatient, landed me on this site while Coiling Dragon was still being translated. I read voraciously, catching up to the translation's pace in a matter of weeks. This novel is hands down the greatest on Wuxiaworld. The main character is interesting, and he meets interesting characters along the way; the story is riveting and has many twists and turns; and a most, if not all, of the plot points are resolved. If anything, I wish his friends had gone along for the ride, as I initially believed that his friends would always be there with him, forming a super party. I enjoy stories about camaraderie, but I can't say that I'm disappointed in how it turned out. I love how from start to finish, Linley fought to gain power and that there were no major power-leveling sections, just boosts to his power.","i picked up this novel after stumbling upon its manga manhua? and reading through everything up to that point. searching for more chapter, being impatient, landed me on this site while coiling dragon was still being translated. i read voraciously, catching up to the translations pace in a matter of weeks. this novel is hands down the greatest on wuxiaworld. the main character is interesting, and he meets interesting characters along the way the story is riveting and has many twists and turns and a most, if not all, of the plot points are resolved. if anything, i wish his friends had gone along for the ride, as i initially believed that his friends would always be there with him, forming a super party. i enjoy stories about camaraderie, but i cant say that im disappointed in how it turned out. i love how from start to finish, linley fought to gain power and that there were no major powerleveling sections, just boosts to his power."
reviews Coiling Dragon.txt,"The flagship novel of this website, a must read for anyone looking to get into Chinese novels. A small disclaimer though, the nostalgia is strong with this onePros: I don't think there was a single boring moment in this novel. Every single arc is a good arc, even the ""less interesting"" ones near the end were still entertaining. The book is a real page-turner, and dilates time like no other novel can. You'll start reading at 10pm and only remember to sleep when the sun starts rising through the window.Cons: If you're looking for romance, there isn't much to look at here. Some of the characters come into the story for a bit and then are just... forgotten by the end (Looking at you, Haerwho).","the flagship novel of this website, a must read for anyone looking to get into chinese novels. a small disclaimer though, the nostalgia is strong with this onepros i dont think there was a single boring moment in this novel. every single arc is a good arc, even the less interesting ones near the end were still entertaining. the book is a real pageturner, and dilates time like no other novel can. youll start reading at 10pm and only remember to sleep when the sun starts rising through the window.cons if youre looking for romance, there isnt much to look at here. some of the characters come into the story for a bit and then are just... forgotten by the end looking at you, haerwho."
reviews Coiling Dragon.txt,This was my first Wuxia story and completely blame CD for my current addiction to reading such stories. Very nice story progression from a naive boy to a immortal. The character progression was one of the best I have seen. The cultivation before and after ascension both were very well explained. I have almost never seen any books that had such well thought out cultivation theory. It was fun reading the laws for each element.MC has the best personality. The ending was satisfactory.Plus the world building was very detailed and the MC experienced a lot of it.Recommend the story. The translation was very good. Thank You.,this was my first wuxia story and completely blame cd for my current addiction to reading such stories. very nice story progression from a naive boy to a immortal. the character progression was one of the best i have seen. the cultivation before and after ascension both were very well explained. i have almost never seen any books that had such well thought out cultivation theory. it was fun reading the laws for each element.mc has the best personality. the ending was satisfactory.plus the world building was very detailed and the mc experienced a lot of it.recommend the story. the translation was very good. thank you.
reviews Coiling Dragon.txt,"This series has a lot of great characteristics such as: very good pacing, his people are never really forgotten, fighting is amazing and not drawn out, but the best part is the ending is GOOD. First novel I had ever bought through kindle, and I'm so glad I decided to try and read it again.Only cons I could think of would be towards other characters. IMO they are more on the bland side (like the romance lul) than interesting which kind of makes me sad.I would rate this novel a solid 7.5/10 mostly from the progression, mc, and ending.","this series has a lot of great characteristics such as very good pacing, his people are never really forgotten, fighting is amazing and not drawn out, but the best part is the ending is good. first novel i had ever bought through kindle, and im so glad i decided to try and read it again.only cons i could think of would be towards other characters. imo they are more on the bland side like the romance lul than interesting which kind of makes me sad.i would rate this novel a solid 7.510 mostly from the progression, mc, and ending."
reviews Coiling Dragon.txt,"One of the reasons for the increased popularity of translated novels. A brilliantly written story, with great world-building and an excellent plot. Linley is definitely an excellent character, but Lord Beirut is my true favourite. The romance is lacking, but I like that since I'm not much of a romantic. Definitely better than a giant harem where you can't remember the names of the wives.In my opinion, the covers on the amazon books aren't the best. I'd prefer something better drawn.. . . . . . . .  . .  .  .  . . .  . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .  . . . . .","one of the reasons for the increased popularity of translated novels. a brilliantly written story, with great worldbuilding and an excellent plot. linley is definitely an excellent character, but lord beirut is my true favourite. the romance is lacking, but i like that since im not much of a romantic. definitely better than a giant harem where you cant remember the names of the wives.in my opinion, the covers on the amazon books arent the best. id prefer something better drawn.. . . . . . . .  . .  .  .  . . .  . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .  . . . . ."
reviews Coiling Dragon.txt,"Nem sequer dÃ¡ pra ler, terminei os 3 primeiros capÃ­tulos e depois pedia para pagar... Se alguÃ©m puder me dizer onde posso ler grÃ¡tis...? Tem que haver mil palavras int... Me ajude, me ajude, me ajude, me ajude, me ajude a encontrar um site que tenha grÃ¡tis. Sou um leitor iniciante e nÃ£o sei muitos sites de novels boa. Me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude, me ajude.","i started reading novels thanks to this one ! i war really fond of it, litteraly reading all of it in twothree weeks !i think its a classical one, the mc is interesting, not a push over, but keeping it aloof and nice.the world around the story and the mythology of it is what makes me like this story and feel absorbed in it ! thanks to that i started to sometimes have weird dream where my clothes talk to me but dont worry it should be ok if youre not named leylin !i recommend it strongly, thanks for the work "
reviews Coiling Dragon.txt,"I started reading novels thanks to this one ! I war really fond of it, litteraly reading all of it in two-three weeks !I think it's a classical one, the Mc is interesting, not a push over, but keeping it aloof and nice.The world around the story and the mythology of it is what makes me like this story and feel absorbed in it ! Thanks to that i started to sometimes have weird dream where my clothes talk to me but don't worry it should be ok if you're not named Leylin !I recommend it strongly, thanks for the work ;)","chcompletethe standard for chinese novels and the book that started the magic of ww.not a perfect book by any stretch, but a wonderful introduction to the genre and establishing baseline of expectations for differences in tropes and culture.  descriptions are especially good conveying the sense of scale that western novels tend to lack.  its the primary reason i like the authors work.power system is easy to understandremember, characters are moderately developed and are revisited.does start to feel a bit repetitiveop later on due to some hand waving meditation, but at least it makes sense internally.overall, its what i use as a marker to evaluate the genre.  great starting off point for newbies.  would recommend.710"
reviews Coiling Dragon.txt,"@chCompleteThe standard for Chinese novels and the book that started the magic of WW.Not a perfect book by any stretch, but a wonderful introduction to the genre and establishing baseline of expectations for differences in tropes and culture.  Descriptions are especially good conveying the sense of scale that western novels tend to lack.  It's the primary reason I like the author's work.Power system is easy to understand/remember, characters are moderately developed and are revisited.Does start to feel a bit repetitive/OP later on due to some hand waving meditation, but at least it makes sense internally.Overall, it's what I use as a marker to evaluate the genre.  Great starting off point for newbies.  Would recommend.7/10","first novel and my favorite for life. linley, leylin, bebe and every one made my days in my adolescence. thank you!the experience of a life time, you need to be prepared to go all stages a normal adult goes by as responsibilities and pains accumulate and makes us who we are. the love, the battle, te passion, the focus, the discipline to endure hard times knowing that it is the best to have a better future. this novel should be read not only with the perspective of being a novel, but with one that we goes through our life. as i am from a developing country, i can see this as the life of someone that is from a small town in search for the meaning of their life and being financial independent with their enterprise."
reviews Coiling Dragon.txt,"First novel and my favorite for life. Linley, leylin, bebe and every one made my days in my adolescence. Thank you!The experience of a life time, you need to be prepared to go all stages a normal adult goes by as responsibilities and pains accumulate and makes us who we are. The love, the battle, te passion, the focus, the discipline to endure hard times knowing that it is the best to have a better future. This novel should be read not only with the perspective of being a novel, but with one that we goes through our life. As I am from a developing country, I can see this as the life of someone that is from a small town in search for the meaning of their life and being financial independent with their enterprise.","one of my first novels on ww and it was good.interesting world, plot and characters. i do remember not liking the cultivation methods much towards the end of the novel, at max level, where it was almost scissors paper stone match between characters. however, that is part of the unique aspects of the novel.all in all, there is some really good adventure scenes and epic fights. it has its shortcomings similar to lots of novels where side character development is negligible in progression. i wont put it as overwhelmingly recommended because that is just setting you up for disappointment, it is somewhere inbetween good and great read."
reviews Coiling Dragon.txt,"One of my first novels on WW and it was good.Interesting world, plot and characters. I do remember not liking the cultivation methods much towards the end of the novel, at max level, where it was almost scissors paper stone match between characters. However, that is part of the unique aspects of the novel.All in all, there is some really good adventure scenes and epic fights. It has its shortcomings similar to lots of novels where side character development is negligible in progression. I won't put it as overwhelmingly recommended because that is just setting you up for disappointment, it is somewhere in-between good and great read.","one of the best light novels i read! it has an atmosphere you will not forget for a long time.the worlds the author describes so vividly will make you feel eager to read and not let go until the very end.the characters are very detailed and you will find yourself love them and love to hate some of them.linley baruch might be a bit unlikely hero, but your enthusiasm for him will grow as he grows and you will cheer for him like i caught myself cheering quite a few times!a mustread light novel for all enthusiasts with a certain freshness that will thrill you."
reviews Coiling Dragon.txt,"One of the best light novels I read! It has an atmosphere you will not forget for a long time.The worlds the author describes so vividly will make you feel eager to read and not let go until the very end.The characters are very detailed and you will find yourself love them and love to hate some of them.Linley Baruch might be a bit unlikely hero, but your enthusiasm for him will grow as he grows and you will cheer for him like I caught myself cheering quite a few times!A must-read light novel for all enthusiasts with a certain freshness that will thrill you.","this is the best gateway chinese novel and it paved my path to many other novels!  this was the first novel i ever read and i immediately fell in love with it.  the character are fleshed out, the story is intriguing and the world is very detailed.  i love that the author doesnt just use filler to extend the novel and instead used every chapter to make you more invested with the characters.  i laughed at their adventures and i cried with them too.  when i finished the novel i was sad that i had to leave such a large part of my childhood.  this is a wonderful novel that everyone should read!"
reviews Coiling Dragon.txt,"This is the best gateway Chinese novel and it paved my path to many other novels!  This was the first novel i ever read and I immediately fell in love with it.  The character are fleshed out, the story is intriguing and the world is very detailed.  I love that the author doesn't just use filler to extend the novel and instead used every chapter to make you more invested with the characters.  I laughed at their adventures and I cried with them too.  When I finished the novel I was sad that I had to leave such a large part of my childhood.  This is a wonderful novel that everyone should read!","i remember coiling dragon being one of the few key reasons i got into reading chinese novels, the exact path being finding douluo dalu on some aggregator site and then discovering it was based on a book, which somehow lead me to this site. i remember that i finished reading all the chapters that were out in 3 days because i was so engrossed, basically cutting into sleep and anything else to binge read this book, thank god that by the time i caught up, the very last translated chapter was released here because i dont know how i wouldve waited for it."
reviews Coiling Dragon.txt,"I remember Coiling Dragon being one of the few key reasons I got into reading Chinese novels, the exact path being finding Douluo Dalu on some aggregator site and then discovering it was based on a book, which somehow lead me to this site. I remember that I finished reading all the chapters that were out in 3 days because I was so engrossed, basically cutting into sleep and anything else to binge read this book, thank god that by the time I caught up, the very last translated chapter was released here because I don't know how I would've waited for it.","i read the first book on a whim because i was bored and wanted to read, little did i know in the next week i would read up to the eighth book. 810 on storytelling, character development  910. overall i would recommend this to people who like a mc who is not scared in front of the weak and not arrogant in front of the strong. i will say after reading 7 out of the 8 bookson amazon there are only 8 the worldbuilding aspect was detailed a lot more than most novels like martial world or put another generic type of novel where mc bully a young  master then young master gets beaten by mc then young master gets a dad, mom, aunt, uncle, rinse, wash, repeat."
reviews Coiling Dragon.txt,"I read the first book on a whim because I was bored and wanted to read, little did I know in the next week I would read up to the eighth book. 8/10 on storytelling, character development  9/10. Overall I would recommend this to people who like a Mc who is not scared in front of the weak and not arrogant in front of the strong. I will say after reading 7 out of the 8 books{On Amazon there are only 8} the world-building aspect was detailed a lot more than most novels like Martial World Or {Put another generic type of novel where mc bully a young  master then young master gets beaten by Mc then young master gets a dad, mom, aunt, uncle, rinse, wash, repeat}.","a really great novel!only thing is that it suffers a bit after the first half of the bookalong with the later chapters suffering a lot in the character development department, with many side characters feeling like 2 dimensional fictional tools for the plot, that aside the world building is amazing and definitely is iet strongest suite.but it is still a great read!ill also add that the end doesnt feel like a cheap cop out with it tying up the vast majority of loose ends.although the books cost money, about 5 dollars aud, it is still worth it and youre able to support the creator and their work.so, overall i do recommend this for anyone who is looking for a xianxia to start on."
reviews Coiling Dragon.txt,"A really great novel!Only thing is that it suffers a bit after the first half of the book;Along with the later chapters suffering a lot in the character development department, with many side characters feeling like 2 Dimensional fictional tools for the plot, that aside the world building is amazing and definitely is IET strongest suite.But it is still a great read!I'll also add that the end doesn't feel like a cheap cop out with it tying up the vast majority of loose ends.Although the books cost money, about 5 dollars Aud, it is still worth it and you're able to support the creator and their work.So, overall I do recommend this for anyone who is looking for a Xianxia to start on.","i first read this series about 2 years ago, and i was blown away. i had never known about this genre before coiling dragon, and now i have read a lot of this wuxiaxuanhuan. this is an amazing series. the progression of linleys power is amazing. ill always love this series. i highly recommend this series to anyone looking for a good read. there is almost no repetition. there is action, romance, heartbreak, tragedy, and plenty of cultivation. the only pet peeve that i have is that the phrase  in the blink of an eye  is used a lot."
reviews Coiling Dragon.txt,"I first read this series about 2 years ago, and I was blown away. I had never known about this genre before coiling dragon, and now I have read a LOT of this wuxia/xuanhuan. This is an amazing series. The progression of Linley's power is amazing. I'll always love this series. I highly recommend this series to anyone looking for a good read. There is almost no repetition. There is action, romance, heartbreak, tragedy, and plenty of cultivation. The only pet peeve that I have is that the phrase "" In the blink of an eye "" is used A LOT.","this was the first book i read on this site when it was just starting to be translated, it was also my introduction in wuxia  xuanxia. even now it still sticks with me and though i forgot most of it in the interim of when it was first completed, i still enjoyed and loved reading it a second time years later. i will not say it is the best story i have read but it is one of the top stories that has stuck with me. it does not fall into the habit of some books of introducing a lot of people and just forgetting them latter, that main character does not become aloof or heartless and still thinks about his family and friends even if he does not develop much as a character."
reviews Coiling Dragon.txt,"This was the first book I read on this site when it was just starting to be translated, it was also my introduction in wuxia / xuanxia. Even now it still sticks with me and though I forgot most of it in the interim of when it was first completed, I still enjoyed and loved reading it a second time years later. I will not say it is the best story I have read but it is one of the top stories that has stuck with me. It does not fall into the habit of some books of introducing a lot of people and just forgetting them latter, that main character does not become aloof or heartless and still thinks about his family and friends even if he does not develop much as a character.","first, i dont write many reviews and english isnt my first language.i want to say to other follow readers this story may be the best story from one of the best wuxiaauthors out here with a strong focus on worldbuilding and character lvlup from nothing to more then just godly strength.if you like a long story about lvlup, epic fights and a decent amount of revenge, friendship and a unique sidekick...this is for you.even more if you like fantasy and magic, but dont expect to muchstill it his only atempt on something like a westernstyle magic so far.mhm, there arent many downs..and i hope you still give this epic novel a readi read it 3 times so farthe mc ist from the beginning involved with the endboss, trough is mother and very early trough his pet. karma and fatereading arent a theme here, but if there are gods, fate and karma should be something to tough about it. that i want to say is, the mc would perish very early or may not even be made it to chapter one. cleverness and int doesnt scale well behind the mortal realm but still, it is a great read even if you compare it to stephen king or anne rice.ok, it is quite a bit to read if it your first webnovel or wuxiatheme, but its unique points are strong enough to hold you tho the end. i hope i live long enough to see a cgionly series from this between reallifeaction and animestyle. would be the best fit. the mangaversion is just silly. this story should be on paar with dragonball, it gives me the same strong impact."
reviews Coiling Dragon.txt,"First, i dont write many reviews and english isnt my first language.I want to say to other follow readers this story may be the best story from one of the best wuxia-authors out here with a strong focus on worldbuilding and character lvl-up from nothing to more then just godly strength.if you like a long story about lvl-up, epic fights and a decent amount of revenge, friendship and a unique sidekick...this is for you.even more if you like fantasy and magic, but dont expect to much-still it his only atempt on something like a westernstyle magic so far.mhm, there arent many downs..and i hope you still give this epic novel a read(i read it 3 times so far)the mc ist from the beginning involved with the endboss, trough is mother and very early trough his pet. karma and fate-reading arent a theme here, but if there are gods, fate and karma should be something to tough about it. that i want to say is, the mc would perish very early or may not even be made it to chapter one. cleverness and int doesnt scale well behind the mortal realm :/but still, it is a great read even if you compare it to stephen king or anne rice.ok, it is quite a bit to read if it your first webnovel or wuxiatheme, but its unique points are strong enough to hold you tho the end. i hope i live long enough to see a cgi-only series from this between real-life-action and animestyle. would be the best fit. the mangaversion is just silly. this story should be on paar with dragonball, it gives me the same strong impact.","its definitely the flagship of wuxiaworld because it is that good. honestly, ren made a great work here translating this novel and making it accesible to western readers.there is so much that is great about this novel that even tho its easy to find some flaws here and there, it  just doesnt matter because everything else is so beautifully executed. its really a masterpiece and i cant recommend it enough.i wont give details on what exactly make this novel great because its better to read it and find out for yourself. its such a great journey from begining to end."
